"Cell"	"Batch"	"Group"	"ExpLibSize"
"Cell800"	"Cell800"	"Batch2"	"Group2"	47000.7188750311
"Cell801"	"Cell801"	"Batch2"	"Group1"	53088.9135165677
"Cell802"	"Cell802"	"Batch2"	"Group1"	58269.6569391179
"Cell803"	"Cell803"	"Batch2"	"Group2"	49145.7397368527
"Cell804"	"Cell804"	"Batch2"	"Group2"	70713.0206773054
"Cell805"	"Cell805"	"Batch2"	"Group2"	51071.816953552
"Cell806"	"Cell806"	"Batch2"	"Group2"	64093.1595806043
"Cell807"	"Cell807"	"Batch2"	"Group2"	71259.6811057685
"Cell808"	"Cell808"	"Batch2"	"Group2"	47267.0067297511
"Cell809"	"Cell809"	"Batch2"	"Group2"	73466.0589201627
"Cell810"	"Cell810"	"Batch2"	"Group2"	39273.8069075427
"Cell811"	"Cell811"	"Batch2"	"Group2"	62689.7055628038
"Cell812"	"Cell812"	"Batch2"	"Group1"	81011.1564653929
"Cell813"	"Cell813"	"Batch2"	"Group2"	66908.9218245113
"Cell814"	"Cell814"	"Batch2"	"Group2"	71895.9892811459
"Cell815"	"Cell815"	"Batch2"	"Group1"	53600.875192512
"Cell816"	"Cell816"	"Batch2"	"Group2"	63555.9066931073
"Cell817"	"Cell817"	"Batch2"	"Group1"	74703.0281610467
"Cell818"	"Cell818"	"Batch2"	"Group2"	45897.6906907006
"Cell819"	"Cell819"	"Batch2"	"Group2"	73155.2245104747
"Cell820"	"Cell820"	"Batch2"	"Group2"	45167.7775370928
"Cell821"	"Cell821"	"Batch2"	"Group2"	54189.573336909
"Cell822"	"Cell822"	"Batch2"	"Group2"	101169.374902625
"Cell823"	"Cell823"	"Batch2"	"Group2"	66312.4613961474
"Cell824"	"Cell824"	"Batch2"	"Group2"	58796.1326906264
"Cell825"	"Cell825"	"Batch2"	"Group2"	72820.5253335855
"Cell826"	"Cell826"	"Batch2"	"Group1"	57024.6134556225
"Cell827"	"Cell827"	"Batch2"	"Group2"	67803.0048211687
"Cell828"	"Cell828"	"Batch2"	"Group2"	55886.658088455
"Cell829"	"Cell829"	"Batch2"	"Group2"	37382.3927637312
"Cell830"	"Cell830"	"Batch2"	"Group2"	65806.7388807679
"Cell831"	"Cell831"	"Batch2"	"Group2"	54052.1154489599
"Cell832"	"Cell832"	"Batch2"	"Group2"	53384.704965216
"Cell833"	"Cell833"	"Batch2"	"Group2"	59919.6298486161
"Cell834"	"Cell834"	"Batch2"	"Group2"	78316.2335800424
"Cell835"	"Cell835"	"Batch2"	"Group2"	63518.8697600033
"Cell836"	"Cell836"	"Batch2"	"Group2"	70852.6316730948
"Cell837"	"Cell837"	"Batch2"	"Group2"	67901.462995768
"Cell838"	"Cell838"	"Batch2"	"Group2"	61103.2099564982
"Cell839"	"Cell839"	"Batch2"	"Group1"	68475.0123803443
"Cell840"	"Cell840"	"Batch2"	"Group2"	58240.5266211041
"Cell841"	"Cell841"	"Batch2"	"Group1"	46636.4428256751
"Cell842"	"Cell842"	"Batch2"	"Group1"	64185.1432176935
"Cell843"	"Cell843"	"Batch2"	"Group2"	37965.6570476545
"Cell844"	"Cell844"	"Batch2"	"Group2"	49156.1951672456
"Cell845"	"Cell845"	"Batch2"	"Group2"	59165.3728277005
"Cell846"	"Cell846"	"Batch2"	"Group2"	57979.6926737386
"Cell847"	"Cell847"	"Batch2"	"Group2"	55046.1771183943
"Cell848"	"Cell848"	"Batch2"	"Group2"	72963.7632656885
"Cell849"	"Cell849"	"Batch2"	"Group1"	48343.0255754361
"Cell850"	"Cell850"	"Batch2"	"Group2"	35499.4082601701
"Cell851"	"Cell851"	"Batch2"	"Group2"	69988.790992603
"Cell852"	"Cell852"	"Batch2"	"Group1"	60416.7108108455
"Cell853"	"Cell853"	"Batch2"	"Group2"	58588.9955229986
"Cell854"	"Cell854"	"Batch2"	"Group2"	55367.892002834
"Cell855"	"Cell855"	"Batch2"	"Group2"	42727.5888353341
"Cell856"	"Cell856"	"Batch2"	"Group2"	49486.6942290768
"Cell857"	"Cell857"	"Batch2"	"Group2"	66269.3530315743
"Cell858"	"Cell858"	"Batch2"	"Group1"	60099.8857667191
"Cell859"	"Cell859"	"Batch2"	"Group2"	45081.0800003194
"Cell860"	"Cell860"	"Batch2"	"Group1"	67483.2289689713
"Cell861"	"Cell861"	"Batch2"	"Group1"	70071.815045601
"Cell862"	"Cell862"	"Batch2"	"Group2"	58283.4462280344
"Cell863"	"Cell863"	"Batch2"	"Group2"	59678.2371742814
"Cell864"	"Cell864"	"Batch2"	"Group2"	79366.2172811874
"Cell865"	"Cell865"	"Batch2"	"Group2"	64793.9646419004
"Cell866"	"Cell866"	"Batch2"	"Group1"	76418.1128018741
"Cell867"	"Cell867"	"Batch2"	"Group2"	59336.7757644698
"Cell868"	"Cell868"	"Batch2"	"Group2"	80490.7515289778
"Cell869"	"Cell869"	"Batch2"	"Group2"	58974.6661072387
"Cell870"	"Cell870"	"Batch2"	"Group2"	71937.2644752605
"Cell871"	"Cell871"	"Batch2"	"Group1"	55884.6071539622
"Cell872"	"Cell872"	"Batch2"	"Group1"	48271.6383181031
"Cell873"	"Cell873"	"Batch2"	"Group2"	73153.9164844022
"Cell874"	"Cell874"	"Batch2"	"Group1"	94769.3011392207
"Cell875"	"Cell875"	"Batch2"	"Group2"	56096.2574357389
"Cell876"	"Cell876"	"Batch2"	"Group2"	80319.7823957691
"Cell877"	"Cell877"	"Batch2"	"Group2"	57103.3585906477
"Cell878"	"Cell878"	"Batch2"	"Group2"	72019.9630087528
"Cell879"	"Cell879"	"Batch2"	"Group1"	49126.8810071169
"Cell880"	"Cell880"	"Batch2"	"Group2"	63267.6396628116
"Cell881"	"Cell881"	"Batch2"	"Group1"	51393.5409598719
"Cell882"	"Cell882"	"Batch2"	"Group1"	45687.3897410214
"Cell883"	"Cell883"	"Batch2"	"Group2"	68254.9257118801
"Cell884"	"Cell884"	"Batch2"	"Group1"	82613.5799418049
"Cell885"	"Cell885"	"Batch2"	"Group1"	51138.7909613505
"Cell886"	"Cell886"	"Batch2"	"Group2"	50172.621953539
"Cell887"	"Cell887"	"Batch2"	"Group2"	48314.9868200502
"Cell888"	"Cell888"	"Batch2"	"Group2"	54631.8215213448
"Cell889"	"Cell889"	"Batch2"	"Group1"	68400.0888862
"Cell890"	"Cell890"	"Batch2"	"Group1"	69040.2980274363
"Cell891"	"Cell891"	"Batch2"	"Group2"	65420.4935569976
"Cell892"	"Cell892"	"Batch2"	"Group2"	69697.3420874057
"Cell893"	"Cell893"	"Batch2"	"Group2"	54514.6344593806
"Cell894"	"Cell894"	"Batch2"	"Group2"	57841.2810308254
"Cell895"	"Cell895"	"Batch2"	"Group2"	68624.8490982741
"Cell896"	"Cell896"	"Batch2"	"Group1"	56595.4874709736
"Cell897"	"Cell897"	"Batch2"	"Group2"	49398.5072552125
"Cell898"	"Cell898"	"Batch2"	"Group2"	45454.6302931488
"Cell899"	"Cell899"	"Batch2"	"Group1"	102694.858084637
"Cell900"	"Cell900"	"Batch2"	"Group2"	42619.0659177035
"Cell901"	"Cell901"	"Batch2"	"Group2"	60226.2348103968
"Cell902"	"Cell902"	"Batch2"	"Group2"	88155.9661413732
"Cell903"	"Cell903"	"Batch2"	"Group2"	70792.0634359189
"Cell904"	"Cell904"	"Batch2"	"Group2"	57695.2850229063
"Cell905"	"Cell905"	"Batch2"	"Group2"	66613.7196159529
"Cell906"	"Cell906"	"Batch2"	"Group1"	85561.5473842699
"Cell907"	"Cell907"	"Batch2"	"Group2"	62188.511802903
"Cell908"	"Cell908"	"Batch2"	"Group2"	53432.9297867216
"Cell909"	"Cell909"	"Batch2"	"Group2"	80047.7482643599
"Cell910"	"Cell910"	"Batch2"	"Group2"	87011.7712765089
"Cell911"	"Cell911"	"Batch2"	"Group2"	49172.4615534359
"Cell912"	"Cell912"	"Batch2"	"Group2"	69130.503533801
"Cell913"	"Cell913"	"Batch2"	"Group1"	61443.2620326593
"Cell914"	"Cell914"	"Batch2"	"Group1"	68894.2680875671
"Cell915"	"Cell915"	"Batch2"	"Group1"	66525.4304535073
"Cell916"	"Cell916"	"Batch2"	"Group1"	59629.0040735386
"Cell917"	"Cell917"	"Batch2"	"Group1"	65358.9856159337
"Cell918"	"Cell918"	"Batch2"	"Group2"	46999.5960916079
"Cell919"	"Cell919"	"Batch2"	"Group2"	45211.9183437474
"Cell920"	"Cell920"	"Batch2"	"Group2"	69158.0560534636
"Cell921"	"Cell921"	"Batch2"	"Group1"	60913.3170555168
"Cell922"	"Cell922"	"Batch2"	"Group1"	58318.6134605685
"Cell923"	"Cell923"	"Batch2"	"Group1"	42821.2435994254
"Cell924"	"Cell924"	"Batch2"	"Group2"	53428.5433521328
"Cell925"	"Cell925"	"Batch2"	"Group2"	62220.5761429237
"Cell926"	"Cell926"	"Batch2"	"Group1"	54324.7615531484
"Cell927"	"Cell927"	"Batch2"	"Group2"	60855.4587443742
"Cell928"	"Cell928"	"Batch2"	"Group2"	64665.2634138999
"Cell929"	"Cell929"	"Batch2"	"Group2"	58250.0136517289
"Cell930"	"Cell930"	"Batch2"	"Group2"	65219.8155910047
"Cell931"	"Cell931"	"Batch2"	"Group2"	57033.1017259969
"Cell932"	"Cell932"	"Batch2"	"Group1"	56180.7490962482
"Cell933"	"Cell933"	"Batch2"	"Group1"	56907.2894242502
"Cell934"	"Cell934"	"Batch2"	"Group1"	68034.9951292149
"Cell935"	"Cell935"	"Batch2"	"Group1"	70559.6038739235
"Cell936"	"Cell936"	"Batch2"	"Group2"	95520.4669688066
"Cell937"	"Cell937"	"Batch2"	"Group2"	49184.7300012049
"Cell938"	"Cell938"	"Batch2"	"Group2"	51974.5010045853
"Cell939"	"Cell939"	"Batch2"	"Group2"	68106.6283683732
"Cell940"	"Cell940"	"Batch2"	"Group1"	83077.8223355135
"Cell941"	"Cell941"	"Batch2"	"Group2"	76521.6996335716
"Cell942"	"Cell942"	"Batch2"	"Group2"	54527.4147074876
"Cell943"	"Cell943"	"Batch2"	"Group2"	52279.1959143883
"Cell944"	"Cell944"	"Batch2"	"Group2"	84059.5247014725
"Cell945"	"Cell945"	"Batch2"	"Group1"	81517.2040848679
"Cell946"	"Cell946"	"Batch2"	"Group2"	62498.9801763014
"Cell947"	"Cell947"	"Batch2"	"Group2"	84131.6118289297
"Cell948"	"Cell948"	"Batch2"	"Group1"	59778.5771472717
"Cell949"	"Cell949"	"Batch2"	"Group2"	50839.0443052438
"Cell950"	"Cell950"	"Batch2"	"Group2"	59271.150510703
"Cell951"	"Cell951"	"Batch2"	"Group2"	60838.8727022253
"Cell952"	"Cell952"	"Batch2"	"Group2"	43830.5253937243
"Cell953"	"Cell953"	"Batch2"	"Group2"	57855.3037013804
"Cell954"	"Cell954"	"Batch2"	"Group1"	55065.4954129197
"Cell955"	"Cell955"	"Batch2"	"Group2"	66055.9483118191
"Cell956"	"Cell956"	"Batch2"	"Group2"	53839.049701977
"Cell957"	"Cell957"	"Batch2"	"Group2"	65936.2749516084
"Cell958"	"Cell958"	"Batch2"	"Group1"	66653.1914385669
"Cell959"	"Cell959"	"Batch2"	"Group2"	56620.9965073122
"Cell960"	"Cell960"	"Batch2"	"Group2"	59355.4098223007
"Cell961"	"Cell961"	"Batch2"	"Group2"	96404.0081825959
"Cell962"	"Cell962"	"Batch2"	"Group2"	81601.7692474443
"Cell963"	"Cell963"	"Batch2"	"Group2"	81711.693647445
"Cell964"	"Cell964"	"Batch2"	"Group1"	60574.0732300673
"Cell965"	"Cell965"	"Batch2"	"Group2"	50617.0733777112
"Cell966"	"Cell966"	"Batch2"	"Group1"	67119.150842733
"Cell967"	"Cell967"	"Batch2"	"Group2"	60670.2994421512
"Cell968"	"Cell968"	"Batch2"	"Group2"	122630.604301273
"Cell969"	"Cell969"	"Batch2"	"Group1"	40685.2496495807
"Cell970"	"Cell970"	"Batch2"	"Group2"	57493.8634884819
"Cell971"	"Cell971"	"Batch2"	"Group2"	80558.8329729662
"Cell972"	"Cell972"	"Batch2"	"Group2"	39351.7891325551
"Cell973"	"Cell973"	"Batch2"	"Group2"	56844.245229916
"Cell974"	"Cell974"	"Batch2"	"Group2"	64011.2153720574
"Cell975"	"Cell975"	"Batch2"	"Group2"	57300.9499828859
"Cell976"	"Cell976"	"Batch2"	"Group2"	49694.306060887
"Cell977"	"Cell977"	"Batch2"	"Group2"	58428.0847422788
"Cell978"	"Cell978"	"Batch2"	"Group2"	78253.2534123207
"Cell979"	"Cell979"	"Batch2"	"Group1"	45721.9497290183
"Cell980"	"Cell980"	"Batch2"	"Group2"	79456.6719299821
"Cell981"	"Cell981"	"Batch2"	"Group2"	71884.0576115285
"Cell982"	"Cell982"	"Batch2"	"Group2"	46754.3424157377
"Cell983"	"Cell983"	"Batch2"	"Group2"	44349.11040679
"Cell984"	"Cell984"	"Batch2"	"Group1"	60289.1683230235
"Cell985"	"Cell985"	"Batch2"	"Group2"	63402.5860534815
"Cell986"	"Cell986"	"Batch2"	"Group2"	75905.2870278848
"Cell987"	"Cell987"	"Batch2"	"Group1"	59426.1786116669
"Cell988"	"Cell988"	"Batch2"	"Group2"	65125.6864041225
"Cell989"	"Cell989"	"Batch2"	"Group2"	77485.7475980344
"Cell990"	"Cell990"	"Batch2"	"Group1"	75670.0588206866
"Cell991"	"Cell991"	"Batch2"	"Group1"	70630.5981266116
"Cell992"	"Cell992"	"Batch2"	"Group2"	63881.3932820169
"Cell993"	"Cell993"	"Batch2"	"Group1"	64614.2389258248
"Cell994"	"Cell994"	"Batch2"	"Group1"	76154.8401134348
"Cell995"	"Cell995"	"Batch2"	"Group2"	74640.6952468631
"Cell996"	"Cell996"	"Batch2"	"Group2"	59142.0237224924
"Cell997"	"Cell997"	"Batch2"	"Group2"	64403.160231049
"Cell998"	"Cell998"	"Batch2"	"Group2"	83994.8242618836
"Cell999"	"Cell999"	"Batch2"	"Group2"	80360.1272554265
"Cell1000"	"Cell1000"	"Batch2"	"Group2"	49244.3770117181
"Cell1001"	"Cell1001"	"Batch2"	"Group1"	79988.6745025732
"Cell1002"	"Cell1002"	"Batch2"	"Group2"	58854.8114897996
"Cell1003"	"Cell1003"	"Batch2"	"Group1"	43706.2346248927
"Cell1004"	"Cell1004"	"Batch2"	"Group2"	77535.8145555939
"Cell1005"	"Cell1005"	"Batch2"	"Group2"	60894.2207068466
"Cell1006"	"Cell1006"	"Batch2"	"Group2"	72650.03852613
"Cell1007"	"Cell1007"	"Batch2"	"Group2"	88240.6128215175
"Cell1008"	"Cell1008"	"Batch2"	"Group1"	74308.0468974159
"Cell1009"	"Cell1009"	"Batch2"	"Group2"	55786.1714753259
"Cell1010"	"Cell1010"	"Batch2"	"Group1"	58280.0649674998
"Cell1011"	"Cell1011"	"Batch2"	"Group2"	49147.1192929838
"Cell1012"	"Cell1012"	"Batch2"	"Group2"	50800.3422519974
"Cell1013"	"Cell1013"	"Batch2"	"Group2"	66032.7549158541
"Cell1014"	"Cell1014"	"Batch2"	"Group2"	56395.4921694384
"Cell1015"	"Cell1015"	"Batch2"	"Group2"	68299.0393096106
"Cell1016"	"Cell1016"	"Batch2"	"Group1"	70719.8735967855
"Cell1017"	"Cell1017"	"Batch2"	"Group2"	64388.6498661107
"Cell1018"	"Cell1018"	"Batch2"	"Group2"	55285.7720770076
"Cell1019"	"Cell1019"	"Batch2"	"Group1"	44374.2223491898
"Cell1020"	"Cell1020"	"Batch2"	"Group2"	61262.6498382535
"Cell1021"	"Cell1021"	"Batch2"	"Group1"	48651.439522183
"Cell1022"	"Cell1022"	"Batch2"	"Group2"	68131.5568213027
"Cell1023"	"Cell1023"	"Batch2"	"Group2"	69882.3980267137
"Cell1024"	"Cell1024"	"Batch2"	"Group2"	63780.5032937948
"Cell1025"	"Cell1025"	"Batch2"	"Group2"	48648.5574236729
"Cell1026"	"Cell1026"	"Batch2"	"Group2"	51481.2293710899
"Cell1027"	"Cell1027"	"Batch2"	"Group2"	54268.4951682527
"Cell1028"	"Cell1028"	"Batch2"	"Group2"	61663.3573292692
"Cell1029"	"Cell1029"	"Batch2"	"Group1"	95922.9561997811
"Cell1030"	"Cell1030"	"Batch2"	"Group1"	49804.7802109977
"Cell1031"	"Cell1031"	"Batch2"	"Group1"	38895.3678207608
"Cell1032"	"Cell1032"	"Batch2"	"Group2"	58449.5922067334
"Cell1033"	"Cell1033"	"Batch2"	"Group2"	50622.4855024184
"Cell1034"	"Cell1034"	"Batch2"	"Group2"	38774.2644534587
"Cell1035"	"Cell1035"	"Batch2"	"Group2"	50268.7255752629
"Cell1036"	"Cell1036"	"Batch2"	"Group2"	55563.6300395738
"Cell1037"	"Cell1037"	"Batch2"	"Group1"	48029.0088113638
"Cell1038"	"Cell1038"	"Batch2"	"Group2"	69087.6986953257
"Cell1039"	"Cell1039"	"Batch2"	"Group2"	71791.980825872
"Cell1040"	"Cell1040"	"Batch2"	"Group2"	56108.2967786315
"Cell1041"	"Cell1041"	"Batch2"	"Group1"	44519.5106457131
"Cell1042"	"Cell1042"	"Batch2"	"Group2"	67429.2532872869
"Cell1043"	"Cell1043"	"Batch2"	"Group2"	50464.483084764
"Cell1044"	"Cell1044"	"Batch2"	"Group2"	50717.0027172494
"Cell1045"	"Cell1045"	"Batch2"	"Group1"	61686.5603101805
"Cell1046"	"Cell1046"	"Batch2"	"Group2"	49255.22792476
"Cell1047"	"Cell1047"	"Batch2"	"Group2"	56447.3214484428
"Cell1048"	"Cell1048"	"Batch2"	"Group1"	51318.4192712144
"Cell1049"	"Cell1049"	"Batch2"	"Group1"	64760.8634912585
"Cell1050"	"Cell1050"	"Batch2"	"Group2"	50551.0410664602
"Cell1051"	"Cell1051"	"Batch2"	"Group1"	50576.7879477738
"Cell1052"	"Cell1052"	"Batch2"	"Group2"	49395.8806053015
"Cell1053"	"Cell1053"	"Batch2"	"Group2"	60006.6057316284
"Cell1054"	"Cell1054"	"Batch2"	"Group2"	76342.8602679604
"Cell1055"	"Cell1055"	"Batch2"	"Group2"	50122.450318553
"Cell1056"	"Cell1056"	"Batch2"	"Group1"	62543.6662821542
"Cell1057"	"Cell1057"	"Batch2"	"Group2"	52510.9290911049
"Cell1058"	"Cell1058"	"Batch2"	"Group2"	48160.6140709405
"Cell1059"	"Cell1059"	"Batch2"	"Group2"	74475.5512689735
"Cell1060"	"Cell1060"	"Batch2"	"Group2"	53431.4357216785
"Cell1061"	"Cell1061"	"Batch2"	"Group2"	82798.2351984747
"Cell1062"	"Cell1062"	"Batch2"	"Group1"	52187.7102789977
"Cell1063"	"Cell1063"	"Batch2"	"Group2"	68281.8547698204
"Cell1064"	"Cell1064"	"Batch2"	"Group2"	74767.489942424
"Cell1065"	"Cell1065"	"Batch2"	"Group2"	91871.3167589724
"Cell1066"	"Cell1066"	"Batch2"	"Group2"	50706.3099363515
"Cell1067"	"Cell1067"	"Batch2"	"Group1"	60796.1152038646
"Cell1068"	"Cell1068"	"Batch2"	"Group2"	72197.8025801521
"Cell1069"	"Cell1069"	"Batch2"	"Group2"	54158.307626144
"Cell1070"	"Cell1070"	"Batch2"	"Group2"	67438.4556480559
"Cell1071"	"Cell1071"	"Batch2"	"Group2"	54933.0124347947
"Cell1072"	"Cell1072"	"Batch2"	"Group2"	47730.8008906076
"Cell1073"	"Cell1073"	"Batch2"	"Group2"	38275.5154728063
"Cell1074"	"Cell1074"	"Batch2"	"Group1"	66365.1875761809
"Cell1075"	"Cell1075"	"Batch2"	"Group2"	55916.7120040077
"Cell1076"	"Cell1076"	"Batch2"	"Group2"	84421.3394544245
"Cell1077"	"Cell1077"	"Batch2"	"Group1"	47892.9896232942
"Cell1078"	"Cell1078"	"Batch2"	"Group2"	54301.3341807159
"Cell1079"	"Cell1079"	"Batch2"	"Group2"	70366.0695034163
"Cell1080"	"Cell1080"	"Batch2"	"Group2"	56828.7848383945
"Cell1081"	"Cell1081"	"Batch2"	"Group2"	66013.3308748691
"Cell1082"	"Cell1082"	"Batch2"	"Group1"	78476.678008352
"Cell1083"	"Cell1083"	"Batch2"	"Group2"	92536.9328866404
"Cell1084"	"Cell1084"	"Batch2"	"Group1"	60492.6665269546
"Cell1085"	"Cell1085"	"Batch2"	"Group1"	50634.1187149394
"Cell1086"	"Cell1086"	"Batch2"	"Group2"	48198.202081935
"Cell1087"	"Cell1087"	"Batch2"	"Group1"	53674.5074503134
"Cell1088"	"Cell1088"	"Batch2"	"Group2"	54978.5319073445
"Cell1089"	"Cell1089"	"Batch2"	"Group2"	46995.1878330762
"Cell1090"	"Cell1090"	"Batch2"	"Group2"	67478.1148305486
"Cell1091"	"Cell1091"	"Batch2"	"Group1"	79600.7789681628
"Cell1092"	"Cell1092"	"Batch2"	"Group2"	54794.2354501969
"Cell1093"	"Cell1093"	"Batch2"	"Group1"	48626.9560258874
"Cell1094"	"Cell1094"	"Batch2"	"Group2"	46407.6958973847
"Cell1095"	"Cell1095"	"Batch2"	"Group2"	69844.7584932198
"Cell1096"	"Cell1096"	"Batch2"	"Group2"	60252.8121164294
"Cell1097"	"Cell1097"	"Batch2"	"Group2"	40905.878066523
"Cell1098"	"Cell1098"	"Batch2"	"Group2"	58410.3841951723
"Cell1099"	"Cell1099"	"Batch2"	"Group1"	59878.0741050898
"Cell1100"	"Cell1100"	"Batch2"	"Group2"	50576.6016859614
"Cell1101"	"Cell1101"	"Batch2"	"Group2"	46898.1414592305
"Cell1102"	"Cell1102"	"Batch2"	"Group2"	54688.1758419769
"Cell1103"	"Cell1103"	"Batch2"	"Group2"	52027.9323407591
"Cell1104"	"Cell1104"	"Batch2"	"Group2"	52319.4734945547
"Cell1105"	"Cell1105"	"Batch2"	"Group2"	37774.7195126713
"Cell1106"	"Cell1106"	"Batch2"	"Group2"	58112.3461790071
"Cell1107"	"Cell1107"	"Batch2"	"Group1"	72383.8087992364
"Cell1108"	"Cell1108"	"Batch2"	"Group2"	75453.5483391476
"Cell1109"	"Cell1109"	"Batch2"	"Group1"	90659.9068636412
"Cell1110"	"Cell1110"	"Batch2"	"Group1"	63136.7314500727
"Cell1111"	"Cell1111"	"Batch2"	"Group2"	48513.5895299609
"Cell1112"	"Cell1112"	"Batch2"	"Group2"	66202.1651274985
"Cell1113"	"Cell1113"	"Batch2"	"Group1"	74605.4622950339
"Cell1114"	"Cell1114"	"Batch2"	"Group1"	87317.0447411932
"Cell1115"	"Cell1115"	"Batch2"	"Group2"	70421.2751366833
"Cell1116"	"Cell1116"	"Batch2"	"Group2"	79510.8493989951
"Cell1117"	"Cell1117"	"Batch2"	"Group1"	65370.9977978946
"Cell1118"	"Cell1118"	"Batch2"	"Group1"	46374.2523654373
"Cell1119"	"Cell1119"	"Batch2"	"Group2"	50398.9368180858
"Cell1120"	"Cell1120"	"Batch2"	"Group1"	87325.4458231359
"Cell1121"	"Cell1121"	"Batch2"	"Group1"	68927.9794677663
"Cell1122"	"Cell1122"	"Batch2"	"Group1"	52389.2080018028
"Cell1123"	"Cell1123"	"Batch2"	"Group2"	51992.6234925504
"Cell1124"	"Cell1124"	"Batch2"	"Group2"	49804.2840302738
"Cell1125"	"Cell1125"	"Batch2"	"Group1"	61678.7448347631
"Cell1126"	"Cell1126"	"Batch2"	"Group1"	56953.8476092164
"Cell1127"	"Cell1127"	"Batch2"	"Group2"	49595.0450321637
"Cell1128"	"Cell1128"	"Batch2"	"Group1"	76331.4105101614
"Cell1129"	"Cell1129"	"Batch2"	"Group2"	60096.884861948
"Cell1130"	"Cell1130"	"Batch2"	"Group2"	69672.874076878
"Cell1131"	"Cell1131"	"Batch2"	"Group2"	55491.6290261317
"Cell1132"	"Cell1132"	"Batch2"	"Group1"	62006.2051863155
"Cell1133"	"Cell1133"	"Batch2"	"Group1"	73622.4040909247
"Cell1134"	"Cell1134"	"Batch2"	"Group2"	68538.0811575724
"Cell1135"	"Cell1135"	"Batch2"	"Group2"	72276.639338312
"Cell1136"	"Cell1136"	"Batch2"	"Group2"	41550.8802549499
"Cell1137"	"Cell1137"	"Batch2"	"Group2"	62034.1845790028
"Cell1138"	"Cell1138"	"Batch2"	"Group2"	57620.773206356
"Cell1139"	"Cell1139"	"Batch2"	"Group2"	52573.1208678143
"Cell1140"	"Cell1140"	"Batch2"	"Group2"	53522.678044344
"Cell1141"	"Cell1141"	"Batch2"	"Group2"	83713.3011694331
"Cell1142"	"Cell1142"	"Batch2"	"Group1"	65258.1955820657
"Cell1143"	"Cell1143"	"Batch2"	"Group2"	58167.3032445238
"Cell1144"	"Cell1144"	"Batch2"	"Group1"	72244.0422544635
"Cell1145"	"Cell1145"	"Batch2"	"Group2"	53685.6301704207
"Cell1146"	"Cell1146"	"Batch2"	"Group2"	61560.1529577257
"Cell1147"	"Cell1147"	"Batch2"	"Group2"	79967.2506262485
"Cell1148"	"Cell1148"	"Batch2"	"Group2"	56020.5789111947
"Cell1149"	"Cell1149"	"Batch2"	"Group2"	51029.9883391024
"Cell1150"	"Cell1150"	"Batch2"	"Group2"	53655.617605457
"Cell1151"	"Cell1151"	"Batch2"	"Group1"	48525.308186112
"Cell1152"	"Cell1152"	"Batch2"	"Group2"	62977.4810740573
"Cell1153"	"Cell1153"	"Batch2"	"Group1"	63931.8128911617
"Cell1154"	"Cell1154"	"Batch2"	"Group1"	71049.6693747705
"Cell1155"	"Cell1155"	"Batch2"	"Group2"	85849.621230625
"Cell1156"	"Cell1156"	"Batch2"	"Group1"	79304.3421687118
"Cell1157"	"Cell1157"	"Batch2"	"Group2"	46622.644761561
"Cell1158"	"Cell1158"	"Batch2"	"Group2"	89305.8050485492
"Cell1159"	"Cell1159"	"Batch2"	"Group1"	61565.4242638204
"Cell1160"	"Cell1160"	"Batch2"	"Group2"	55418.357425148
"Cell1161"	"Cell1161"	"Batch2"	"Group2"	86779.625001551
"Cell1162"	"Cell1162"	"Batch2"	"Group2"	65236.2827411637
"Cell1163"	"Cell1163"	"Batch2"	"Group2"	84639.6428898514
"Cell1164"	"Cell1164"	"Batch2"	"Group2"	59355.2150248281
"Cell1165"	"Cell1165"	"Batch2"	"Group2"	51729.4659099026
"Cell1166"	"Cell1166"	"Batch2"	"Group2"	40408.9746772824
"Cell1167"	"Cell1167"	"Batch2"	"Group2"	75009.7259195131
"Cell1168"	"Cell1168"	"Batch2"	"Group2"	50130.411672039
"Cell1169"	"Cell1169"	"Batch2"	"Group2"	71272.9286572546
"Cell1170"	"Cell1170"	"Batch2"	"Group2"	61327.198184751
"Cell1171"	"Cell1171"	"Batch2"	"Group2"	65807.3615661581
"Cell1172"	"Cell1172"	"Batch2"	"Group2"	77136.2009641179
"Cell1173"	"Cell1173"	"Batch2"	"Group1"	54335.6986826992
"Cell1174"	"Cell1174"	"Batch2"	"Group1"	54594.7652592002
"Cell1175"	"Cell1175"	"Batch2"	"Group2"	57162.212163411
"Cell1176"	"Cell1176"	"Batch2"	"Group2"	74018.5306100701
"Cell1177"	"Cell1177"	"Batch2"	"Group2"	54450.2575893282
"Cell1178"	"Cell1178"	"Batch2"	"Group1"	57808.8954771949
"Cell1179"	"Cell1179"	"Batch2"	"Group2"	70211.3248616167
"Cell1180"	"Cell1180"	"Batch2"	"Group1"	69964.9067493668
"Cell1181"	"Cell1181"	"Batch2"	"Group2"	70218.0383282528
"Cell1182"	"Cell1182"	"Batch2"	"Group2"	60464.4165366004
"Cell1183"	"Cell1183"	"Batch2"	"Group2"	69739.5304238418
"Cell1184"	"Cell1184"	"Batch2"	"Group2"	63398.6986333806
"Cell1185"	"Cell1185"	"Batch2"	"Group1"	52756.2217562846
"Cell1186"	"Cell1186"	"Batch2"	"Group1"	85894.6561715646
"Cell1187"	"Cell1187"	"Batch2"	"Group2"	41249.6458139364
"Cell1188"	"Cell1188"	"Batch2"	"Group2"	70905.6696545979
